OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
43898,8.1704E+18,8,1,17,37,2017,4,14,1,2,0,7,0,0,0,1,0,0,0,5.54116E+20,5.39619E+21,9.73571E+15,4.87164E+16
43899,8.1704E+18,8,1,16,41,2017,4,20,1,3,2,6,0,1,0,0,0,2,0,5.18997E+20,5.38369E+21,9.25769E+15,4.8606E+16
43900,8.1704E+18,8,1,16,72,2017,4,19,1,3,3,6,0,1,0,1,0,0,0,5.31543E+20,5.39167E+21,9.4285E+15,4.86773E+16
43901,8.1704E+18,8,1,16,15,2017,4,19,1,3,2,6,0,1,0,0,0,1,0,5.22506E+20,5.39478E+21,9.3059E+15,4.87056E+16
43902,8.1704E+18,8,1,16,19,2017,4,16,1,2,3,6,0,1,0,0,0,0,0,5.21235E+20,5.39857E+21,9.28883E+15,4.87398E+16
43903,8.1704E+18,8,1,15,28,2017,4,18,1,2,2,6,0,1,0,0,0,0,0,5.00691E+20,5.40335E+21,9.00941E+15,4.87831E+16
43904,8.1704E+18,8,1,11,0,2017,4,16,1,3,0,7,0,1,0,1,0,0,0,5.16434E+20,5.40421E+21,9.22375E+15,4.87906E+16
43905,8.1704E+18,8,1,11,0,2017,4,21,1,3,2,6,0,1,0,0,0,2,0,5.1278E+20,5.40759E+21,9.17411E+15,4.88212E+16
43906,8.1704E+18,8,4,36,55,2017,4,20,7,3,2,6,0,1,0,0,1,2,0,5.7422E+20,5.29723E+21,9.99161E+15,4.78241E+16
43907,8.1704E+18,8,4,36,11,2017,4,14,7,3,4,2,0,1,0,0,0,0,0,5.507E+20,5.29497E+21,9.67713E+15,4.78061E+16
43908,8.1704E+18,8,4,37,124,2017,4,19,7,3,8,1,0,1,0,0,0,1,0,5.17875E+20,5.3044E+21,9.23914E+15,4.78927E+16
43909,8.1704E+18,8,4,26,21,2017,4,18,7,3,5,3,0,1,0,0,0,0,0,5.59592E+20,5.32998E+21,9.80073E+15,4.81203E+16
43910,8.1704E+18,8,4,25,33,2017,4,5,7,3,9,1,0,1,0,0,0,2,0,5.56178E+20,5.34804E+21,9.75726E+15,4.82831E+16
43911,8.1704E+18,8,4,17,13,2017,4,2,7,3,8,1,0,1,0,0,0,2,0,5.07666E+20,5.35549E+21,9.10347E+15,4.83526E+16
43912,8.1704E+18,8,4,15,90,2017,4,15,7,3,9,1,0,0,0,1,0,0,0,5.24978E+20,5.35033E+21,9.33685E+15,4.83057E+16
43913,8.1704E+18,8,2,37,40,2017,4,20,7,3,3,6,0,1,0,0,0,2,0,4.82392E+20,5.36586E+21,8.76189E+15,4.84456E+16
43914,8.1704E+18,8,3,15,48,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,3.98797E+20,5.31127E+21,7.6447E+15,4.79468E+16
43915,8.1704E+18,8,3,36,91,2017,4,9,7,3,5,2,1,1,0,0,0,0,0,3.94564E+20,5.27175E+21,7.59761E+15,4.75906E+16
43916,8.1704E+18,8,3,35,96,2017,4,15,7,3,8,1,0,0,0,1,0,0,0,5.04389E+20,5.30351E+21,9.05871E+15,4.78849E+16
43917,8.1704E+18,8,3,35,66,2017,4,18,7,3,5,2,0,1,0,0,0,0,0,5.09084E+20,5.28166E+21,9.12105E+15,4.76883E+16
43918,8.1704E+18,8,3,27,46,2017,4,16,7,3,0,1,1,0,0,0,0,0,0,4.80026E+20,5.32558E+21,8.7318E+15,4.80832E+16
43919,8.1704E+18,8,3,27,46,2017,4,16,7,3,2,6,0,1,0,0,0,0,0,4.80028E+20,5.32558E+21,8.73183E+15,4.80832E+16
43920,8.1704E+18,8,3,26,55,2017,4,16,7,3,4,1,0,1,0,1,0,0,0,4.37449E+20,5.33134E+21,8.15932E+15,4.81322E+16
43921,8.1704E+18,8,3,26,52,2017,4,11,7,2,4,6,0,1,0,1,0,0,0,4.54768E+20,5.32972E+21,8.39224E+15,4.81191E+16
43922,8.1704E+18,8,4,17,22,2017,4,8,7,2,4,2,0,1,0,0,0,0,0,4.87003E+20,5.34807E+21,8.82479E+15,4.82857E+16
43923,8.1704E+18,8,3,27,38,2017,4,13,7,2,8,1,0,0,0,1,0,0,0,4.95697E+20,5.31044E+21,8.94237E+15,4.79473E+16
43924,8.1704E+18,8,3,17,146,2017,4,13,7,3,9,7,0,1,0,0,0,0,0,4.30047E+20,5.35422E+21,8.05605E+15,4.83373E+16
43925,8.1704E+18,8,3,17,75,2017,4,15,7,3,5,3,0,1,0,0,0,0,0,4.11898E+20,5.35992E+21,7.81001E+15,4.83863E+16
43926,8.1704E+18,8,3,17,153,2017,4,1,7,3,9,1,0,1,0,0,0,2,0,4.21733E+20,5.39033E+21,7.93713E+15,4.86611E+16
43927,8.1704E+18,8,3,17,116,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,4.33131E+20,5.38783E+21,8.09229E+15,4.864E+16
43928,8.1704E+18,8,3,17,57,2017,4,19,7,1,8,7,0,1,0,0,0,0,0,4.13133E+20,5.38094E+21,7.82233E+15,4.85755E+16
43929,8.1704E+18,8,3,16,17,2017,4,0,7,3,0,1,0,1,0,0,0,2,0,4.09322E+20,5.33943E+21,7.77963E+15,4.82016E+16
43930,8.1704E+18,8,3,15,98,2017,4,22,7,3,0,6,0,1,0,0,0,2,0,4.08185E+20,5.31355E+21,7.7699E+15,4.79687E+16
43931,8.1704E+18,8,3,11,0,2017,4,13,7,3,5,3,0,1,0,0,0,0,0,4.14748E+20,5.31579E+21,7.85737E+15,4.79897E+16
43932,8.1704E+18,8,3,16,3,2017,4,15,7,2,8,1,0,0,0,0,1,0,0,4.26505E+20,5.34217E+21,8.01036E+15,4.82285E+16
43933,8.1704E+18,8,2,26,76,2017,4,17,7,3,2,6,0,1,0,0,0,0,0,4.73164E+20,5.46483E+21,8.63061E+15,4.93356E+16
43934,8.1704E+18,8,2,36,46,2017,4,12,7,3,2,6,0,1,0,0,0,0,0,4.84196E+20,5.41593E+21,8.78437E+15,4.88961E+16
43935,8.1704E+18,8,2,15,46,2017,4,15,7,2,5,3,0,1,0,1,0,0,0,4.50568E+20,5.41564E+21,8.32562E+15,4.88918E+16
43936,8.1704E+18,8,3,17,1,2017,4,17,7,2,8,1,0,1,0,0,0,0,0,4.26854E+20,5.38525E+21,8.00755E+15,4.8616E+16
43937,8.1704E+18,8,2,37,45,2017,4,14,7,3,2,6,0,1,0,0,0,0,0,4.5926E+20,5.36249E+21,8.44943E+15,4.84143E+16
43938,8.1704E+18,8,2,31,0,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,4.7887E+20,5.41569E+21,8.71173E+15,4.88938E+16
43939,8.1704E+18,8,2,31,0,2017,4,17,7,3,2,6,0,1,0,0,0,0,0,4.80658E+20,5.41682E+21,8.73607E+15,4.8904E+16
43940,8.1704E+18,8,2,36,76,2017,4,21,7,2,8,1,0,0,0,1,0,2,0,4.71074E+20,5.42505E+21,8.6047E+15,4.89777E+16
43941,8.1704E+18,8,2,25,14,2017,4,20,7,3,5,3,1,1,0,0,0,2,0,5.23519E+20,5.48577E+21,9.32498E+15,4.95241E+16
43942,8.1704E+18,8,2,25,60,2017,4,12,7,2,8,1,0,0,0,1,0,0,0,5.07617E+20,5.4874E+21,9.10527E+15,4.95392E+16
43943,8.1704E+18,8,2,16,17,2017,4,17,7,2,9,1,0,0,0,1,0,0,0,4.5715E+20,5.39803E+21,8.41725E+15,4.87338E+16
43944,8.1704E+18,8,2,16,63,2017,4,13,7,3,3,2,1,1,0,0,0,0,0,4.31008E+20,5.3996E+21,8.06151E+15,4.87456E+16
43945,8.1704E+18,8,2,16,43,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,4.41553E+20,5.41096E+21,8.20332E+15,4.88488E+16
43946,8.1704E+18,8,2,12,0,2017,4,18,7,3,2,6,0,1,0,0,0,0,0,4.5488E+20,5.4271E+21,8.38318E+15,4.89952E+16
43947,8.1704E+18,8,2,12,0,2017,4,14,7,3,3,6,0,1,0,0,0,0,0,4.54906E+20,5.42671E+21,8.38357E+15,4.89916E+16
43948,8.1704E+18,8,2,16,6,2017,4,13,7,3,0,6,0,1,0,1,0,0,0,4.4716E+20,5.40935E+21,8.27995E+15,4.88349E+16
43949,8.1704E+18,8,1,18,21,2017,4,5,7,3,9,1,0,1,0,0,1,2,0,5.18142E+20,5.42982E+21,9.24814E+15,4.9021E+16
43950,8.1704E+18,8,1,15,45,2017,4,11,7,3,5,3,0,1,0,0,0,0,0,5.03879E+20,5.39507E+21,9.05272E+15,4.87087E+16
43951,8.1704E+18,8,1,36,65,2017,4,11,7,3,1,6,0,1,0,0,0,0,0,5.59936E+20,5.40584E+21,9.81623E+15,4.88027E+16
43952,8.1704E+18,8,1,36,37,2017,4,14,7,3,5,3,0,1,0,1,0,0,0,6.0205E+20,5.41653E+21,1.03923E+16,4.88933E+16
43953,8.1704E+18,8,1,36,50,2017,4,8,7,3,0,3,0,1,0,0,0,0,0,5.82358E+20,5.40416E+21,1.01212E+16,4.8785E+16
43954,8.1704E+18,8,1,36,71,2017,4,14,7,2,8,1,0,0,0,1,0,0,0,5.9963E+20,5.42498E+21,1.03613E+16,4.89697E+16
43955,8.1704E+18,8,1,35,16,2017,4,21,7,3,0,1,0,0,0,0,1,2,0,5.91843E+20,5.38567E+21,1.02462E+16,4.86173E+16
43956,8.1704E+18,8,1,27,12,2017,4,16,7,2,0,7,0,0,0,1,0,0,0,5.69326E+20,5.43161E+21,9.94846E+15,4.90335E+16
43957,8.1704E+18,8,1,27,101,2017,4,9,7,2,4,6,0,1,0,0,0,0,0,5.86244E+20,5.44615E+21,1.0183E+16,4.91621E+16
43958,8.1704E+18,8,1,26,46,2017,4,13,7,2,8,1,1,0,0,0,0,0,0,5.50879E+20,5.45902E+21,9.69958E+15,4.92818E+16
43959,8.1704E+18,8,1,25,24,2017,4,9,7,2,6,4,0,1,1,0,0,0,0,5.23472E+20,5.44406E+21,9.32187E+15,4.91489E+16
43960,8.1704E+18,8,1,25,65,2017,4,15,7,3,0,3,0,1,0,1,0,0,0,5.17005E+20,5.45002E+21,9.23344E+15,4.92028E+16
43961,8.1704E+18,8,1,25,26,2017,4,14,7,2,8,1,0,1,0,0,0,0,0,4.94574E+20,5.44484E+21,8.92558E+15,4.91564E+16
43962,8.1704E+18,8,1,25,6,2017,4,19,7,3,4,1,0,1,0,1,0,0,0,5.04052E+20,5.45329E+21,9.05565E+15,4.92324E+16
43963,8.1704E+18,8,1,19,89,2017,4,19,7,2,9,1,0,1,0,0,0,0,0,5.34158E+20,5.40856E+21,9.46542E+15,4.88291E+16
43964,8.1704E+18,8,1,19,86,2017,4,14,7,3,8,1,0,0,0,1,0,0,0,5.33822E+20,5.40336E+21,9.46041E+15,4.87823E+16
43965,8.1704E+18,8,1,19,8,2017,4,11,7,3,2,6,0,1,0,0,0,0,0,5.31294E+20,5.42171E+21,9.4274E+15,4.89475E+16
43966,8.1704E+18,8,1,18,59,2017,4,10,7,3,5,2,0,1,0,0,1,0,0,5.01673E+20,5.42027E+21,9.02284E+15,4.89353E+16
43967,8.1704E+18,8,1,18,10,2017,4,16,7,3,5,3,0,1,0,0,0,0,0,5.06789E+20,5.43251E+21,9.0929E+15,4.90454E+16
43968,8.1704E+18,8,1,16,71,2017,4,10,7,3,5,2,1,1,0,0,0,0,0,5.2804E+20,5.39107E+21,9.38087E+15,4.8672E+16
43969,8.1704E+18,8,1,15,46,2017,4,12,7,3,0,7,1,0,0,0,0,0,0,5.10532E+20,5.38884E+21,9.143E+15,4.86525E+16
43970,8.1704E+18,8,1,11,0,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,5.14E+20,5.40304E+21,9.19056E+15,4.87802E+16
43971,8.1704E+18,8,1,11,0,2017,4,15,7,2,5,3,1,0,0,0,1,0,0,5.08242E+20,5.39743E+21,9.11208E+15,4.87298E+16
43972,8.1704E+18,8,1,11,0,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,5.07146E+20,5.40729E+21,9.09735E+15,4.88185E+16
43973,8.1704E+18,8,1,11,0,2017,4,15,7,3,5,3,1,1,0,0,0,0,0,5.15288E+20,5.406E+21,9.20821E+15,4.88068E+16
43974,8.1704E+18,8,1,11,0,2017,4,17,7,3,5,3,0,1,0,1,0,0,0,5.16192E+20,5.40868E+21,9.22063E+15,4.88309E+16
43975,8.17033E+18,8,4,36,81,2017,3,15,6,3,2,6,0,1,0,0,0,0,0,5.61148E+20,5.28446E+21,9.81518E+15,4.77106E+16
43976,8.17033E+18,8,4,36,14,2017,3,12,6,3,5,3,0,1,0,0,1,0,0,5.56175E+20,5.30048E+21,9.75096E+15,4.78552E+16
43977,8.17033E+18,8,4,35,52,2017,3,17,6,3,8,7,1,0,0,0,0,0,0,5.21022E+20,5.2874E+21,9.2804E+15,4.77396E+16
43978,8.17033E+18,8,4,35,16,2017,3,15,6,3,2,6,0,1,0,0,0,0,0,5.3562E+20,5.27952E+21,9.47447E+15,4.76681E+16
43979,8.17033E+18,8,4,35,35,2017,3,14,6,2,2,6,0,1,0,0,0,0,0,5.39765E+20,5.28E+21,9.52973E+15,4.76722E+16
43980,8.17033E+18,8,4,36,95,2017,3,14,6,3,5,3,0,1,0,1,0,0,0,5.37326E+20,5.29389E+21,9.49843E+15,4.77973E+16
43981,8.17033E+18,8,4,37,88,2017,3,15,6,2,4,7,0,1,0,0,0,0,0,5.21477E+20,5.30556E+21,9.28737E+15,4.7903E+16
43982,8.17033E+18,8,4,25,88,2017,3,7,6,2,5,3,0,1,0,0,1,0,0,5.59473E+20,5.35088E+21,9.80206E+15,4.83083E+16
43983,8.17033E+18,8,4,26,44,2017,3,16,6,2,1,6,0,1,0,1,0,0,0,5.79882E+20,5.32699E+21,1.00728E+16,4.80911E+16
43984,8.17033E+18,8,4,26,71,2017,3,20,6,2,5,3,0,1,0,0,0,2,0,5.62962E+20,5.33357E+21,9.84654E+15,4.81522E+16
43985,8.17033E+18,8,4,26,71,2017,3,16,6,2,8,1,0,0,0,1,0,0,0,5.65012E+20,5.32911E+21,9.87343E+15,4.8112E+16
43986,8.17033E+18,8,4,17,22,2017,3,13,6,3,2,2,0,1,0,0,0,0,0,4.87006E+20,5.34806E+21,8.82484E+15,4.82856E+16
43987,8.17033E+18,8,4,15,50,2017,3,9,6,3,5,3,0,1,0,0,1,0,0,5.19551E+20,5.37731E+21,9.26492E+15,4.85486E+16
43988,8.17033E+18,8,3,36,106,2017,3,15,6,2,9,1,0,0,0,1,0,0,0,4.22827E+20,5.28862E+21,7.97048E+15,4.77463E+16
43989,8.17033E+18,8,3,36,50,2017,3,19,6,2,5,3,0,1,0,0,0,1,0,3.98298E+20,5.27612E+21,7.64625E+15,4.76305E+16
43990,8.17033E+18,8,3,35,79,2017,3,12,6,3,2,6,0,1,0,0,0,0,0,5.00706E+20,5.29611E+21,9.00943E+15,4.78184E+16
43991,8.17033E+18,8,3,35,77,2017,3,14,6,3,5,2,0,1,0,0,0,0,0,4.93619E+20,5.2909E+21,8.91484E+15,4.77715E+16
43992,8.17033E+18,8,3,35,98,2017,3,7,6,3,2,6,0,1,0,0,0,0,0,4.98863E+20,5.29377E+21,8.98482E+15,4.77972E+16
43993,8.17033E+18,8,3,35,55,2017,3,17,6,2,4,6,1,0,0,0,0,0,0,4.95293E+20,5.28658E+21,8.93722E+15,4.77326E+16
43994,8.17033E+18,8,4,36,14,2017,3,5,6,3,0,7,0,1,0,0,0,2,0,5.55144E+20,5.30025E+21,9.73715E+15,4.78532E+16
43995,8.17033E+18,8,3,35,99,2017,3,14,6,3,8,1,0,1,0,0,0,0,0,4.93592E+20,5.29695E+21,8.91439E+15,4.78259E+16
43996,8.17033E+18,8,3,27,57,2017,3,19,6,3,5,3,0,1,0,0,0,0,0,4.89001E+20,5.30818E+21,8.85276E+15,4.79269E+16
43997,8.17033E+18,8,3,26,12,2017,3,5,6,3,2,6,0,1,0,0,1,2,0,4.6362E+20,5.31335E+21,8.51256E+15,4.79724E+16
43998,8.17033E+18,8,3,17,1,2017,3,15,6,3,2,6,0,1,0,0,0,0,0,4.3124E+20,5.38701E+21,8.06676E+15,4.86324E+16
43999,8.17033E+18,8,3,17,96,2017,3,10,6,2,5,2,0,1,0,0,0,0,0,4.21364E+20,5.36879E+21,7.93618E+15,4.84673E+16
44000,8.17033E+18,8,3,15,52,2017,3,14,6,3,5,3,0,1,0,0,0,0,0,4.35041E+20,5.30617E+21,8.13076E+15,4.79055E+16
44001,8.17033E+18,8,3,15,6,2017,3,10,6,3,2,6,0,1,0,0,0,0,0,4.0421E+20,5.30615E+21,7.7183E+15,4.79015E+16
44002,8.17033E+18,8,3,15,15,2017,3,10,6,3,4,2,0,1,0,0,0,0,0,3.99762E+20,5.31365E+21,7.65706E+15,4.79683E+16
44003,8.17033E+18,8,3,36,69,2017,3,21,6,2,5,3,0,1,0,1,0,2,0,4.09634E+20,5.26889E+21,7.79859E+15,4.75671E+16
44004,8.17033E+18,8,3,15,102,2017,3,14,6,2,4,1,0,1,0,1,0,0,0,4.41208E+20,5.29387E+21,8.21495E+15,4.77955E+16
44005,8.17033E+18,8,2,15,39,2017,3,12,6,2,2,6,0,1,0,0,0,0,0,4.70945E+20,5.45492E+21,8.60079E+15,4.92464E+16
44006,8.17033E+18,8,2,36,46,2017,3,19,6,3,2,6,0,1,0,0,0,0,0,4.83826E+20,5.4166E+21,8.7793E+15,4.89021E+16
44007,8.17033E+18,8,2,15,99,2017,3,15,6,3,8,1,0,0,0,0,1,0,0,4.59947E+20,5.44381E+21,8.45079E+15,4.91458E+16
44008,8.17033E+18,8,2,12,0,2017,3,7,6,2,6,6,1,0,1,0,0,0,0,4.60137E+20,5.43147E+21,8.45461E+15,4.90349E+16
44009,8.17033E+18,8,2,12,0,2017,3,16,6,3,5,3,0,1,0,0,0,0,0,4.5988E+20,5.43232E+21,8.45101E+15,4.90424E+16
44010,8.17033E+18,8,2,15,84,2017,3,12,6,3,2,6,0,1,0,0,1,0,0,4.69817E+20,5.44864E+21,8.58577E+15,4.91899E+16
44011,8.17033E+18,8,2,37,19,2017,3,15,6,3,4,2,0,1,0,0,1,0,0,4.61264E+20,5.3683E+21,8.47598E+15,4.84666E+16
44012,8.17033E+18,8,2,35,6,2017,3,12,6,3,2,6,0,1,0,0,0,0,0,4.72523E+20,5.38269E+21,8.62734E+15,4.85967E+16
44013,8.17033E+18,8,2,35,47,2017,3,17,6,2,4,6,0,1,0,1,1,0,0,4.76057E+20,5.38847E+21,8.67493E+15,4.86488E+16
44014,8.17033E+18,8,2,35,73,2017,3,16,6,3,1,5,0,1,0,1,0,0,0,4.76686E+20,5.40679E+21,8.68243E+15,4.88136E+16
44015,8.17033E+18,8,2,36,38,2017,3,12,6,3,2,2,0,1,0,0,0,0,0,4.85944E+20,5.42643E+21,8.80786E+15,4.89907E+16
44016,8.17033E+18,8,2,26,85,2017,3,16,6,3,2,6,0,1,0,0,0,0,0,4.86844E+20,5.45443E+21,8.81925E+15,4.92425E+16
44017,8.17033E+18,8,2,26,37,2017,3,14,6,3,9,1,0,1,0,0,0,0,0,4.67187E+20,5.46885E+21,8.54801E+15,4.93714E+16
44018,8.17033E+18,8,2,26,3,2017,3,17,6,3,2,6,0,1,0,0,0,0,0,4.6074E+20,5.46313E+21,8.45977E+15,4.93196E+16
44019,8.17033E+18,8,2,25,114,2017,3,12,6,3,5,3,0,1,0,0,0,0,0,5.36924E+20,5.47226E+21,9.50893E+15,4.94019E+16
44020,8.17033E+18,8,2,25,58,2017,3,21,6,3,5,3,0,1,0,0,0,2,0,5.10436E+20,5.46659E+21,9.14369E+15,4.9352E+16
44021,8.17033E+18,8,2,22,0,2017,3,12,6,3,5,3,1,1,0,0,0,0,0,4.62968E+20,5.47903E+21,8.48895E+15,4.94628E+16
44022,8.17033E+18,8,2,21,0,2017,3,13,6,3,2,6,0,1,0,0,0,0,0,4.76978E+20,5.47543E+21,8.6825E+15,4.94311E+16
44023,8.17033E+18,8,2,21,0,2017,3,13,6,3,2,6,0,1,0,0,0,0,0,4.75418E+20,5.46871E+21,8.66139E+15,4.93706E+16
44024,8.17033E+18,8,2,16,13,2017,3,7,6,2,4,6,0,1,0,0,0,0,0,4.52433E+20,5.38676E+21,8.35441E+15,4.86321E+16
44025,8.17033E+18,8,2,16,17,2017,3,11,6,3,1,5,0,1,0,0,0,0,0,4.49197E+20,5.40174E+21,8.30865E+15,4.87666E+16
44026,8.17033E+18,8,2,16,17,2017,3,14,6,3,8,1,0,0,0,1,0,0,0,4.57126E+20,5.39806E+21,8.41692E+15,4.8734E+16
44027,8.17033E+18,8,2,16,15,2017,3,12,6,3,4,7,0,1,0,0,0,0,0,4.50755E+20,5.40395E+21,8.32958E+15,4.87866E+16
44028,8.17033E+18,8,2,16,41,2017,3,11,6,3,5,3,0,1,0,1,0,0,0,4.34495E+20,5.39095E+21,8.11031E+15,4.86681E+16
44029,8.17033E+18,8,2,16,7,2017,3,16,6,3,2,6,0,1,0,0,0,0,0,4.35674E+20,5.39652E+21,8.12545E+15,4.87184E+16
44030,8.17033E+18,8,2,16,7,2017,3,13,6,3,5,3,1,1,0,0,0,0,0,4.34867E+20,5.39624E+21,8.11452E+15,4.87158E+16
44031,8.17033E+18,8,2,15,109,2017,3,16,6,3,1,6,0,1,0,0,0,0,0,4.59275E+20,5.43775E+21,8.44219E+15,4.90912E+16
44032,8.17033E+18,8,2,15,17,2017,3,18,6,3,2,6,0,1,0,0,0,0,0,4.54846E+20,5.4191E+21,8.3836E+15,4.89232E+16
44033,8.17033E+18,8,1,18,53,2017,3,14,6,3,2,6,0,1,0,0,0,0,0,5.17665E+20,5.42846E+21,9.24156E+15,4.90087E+16
44034,8.17033E+18,8,1,15,28,2017,3,6,6,3,3,6,0,1,0,1,0,1,0,4.98756E+20,5.40382E+21,8.98306E+15,4.87874E+16
44035,8.17033E+18,8,1,18,3,2017,3,10,6,3,3,6,0,1,0,0,1,0,0,5.11357E+20,5.41817E+21,9.15501E+15,4.89164E+16
44036,8.17033E+18,8,4,16,48,2017,3,13,6,3,2,6,0,1,0,0,0,0,0,4.921E+20,5.37861E+21,8.89293E+15,4.85605E+16
44037,8.17033E+18,8,1,18,48,2017,3,15,6,3,2,6,0,1,0,0,0,0,0,5.11403E+20,5.41864E+21,9.15565E+15,4.89206E+16
44038,8.17033E+18,8,1,17,53,2017,3,10,6,2,4,2,0,1,0,0,1,0,0,5.50467E+20,5.40331E+21,9.68697E+15,4.87807E+16
44039,8.17033E+18,8,1,36,19,2017,3,12,6,2,8,1,1,0,0,0,0,0,0,5.82136E+20,5.42212E+21,1.01218E+16,4.89465E+16
44040,8.17033E+18,8,1,36,88,2017,3,13,6,2,2,1,0,1,0,0,1,0,0,5.88927E+20,5.4067E+21,1.02111E+16,4.88069E+16
44041,8.17033E+18,8,4,25,72,2017,3,7,6,3,3,3,0,1,0,0,1,0,0,5.80398E+20,5.37169E+21,1.00882E+16,4.84932E+16
44042,8.17033E+18,8,1,35,19,2017,3,7,6,3,0,6,0,1,0,0,1,0,0,5.89043E+20,5.40382E+21,1.02121E+16,4.8781E+16
44043,8.17033E+18,8,1,28,131,2017,3,13,6,3,2,6,0,1,0,0,0,0,0,5.36611E+20,5.51406E+21,9.50851E+15,4.97779E+16
44044,8.17033E+18,8,1,28,115,2017,3,11,6,3,4,6,0,1,0,0,1,0,0,5.45937E+20,5.49778E+21,9.63612E+15,4.96308E+16
44045,8.17033E+18,8,1,28,139,2017,3,20,6,3,2,2,0,1,0,0,0,1,0,5.52801E+20,5.48876E+21,9.72996E+15,4.95491E+16
44046,8.17033E+18,8,1,28,7,2017,3,14,6,2,5,3,0,1,0,0,0,0,0,5.58525E+20,5.47682E+21,9.80731E+15,4.94412E+16
44047,8.17033E+18,8,1,27,79,2017,3,22,6,3,8,1,0,1,0,0,0,2,0,5.62605E+20,5.42315E+21,9.85521E+15,4.89581E+16
44048,8.17033E+18,8,1,27,86,2017,3,5,6,3,2,6,0,1,0,0,1,2,0,5.51605E+20,5.44937E+21,9.70831E+15,4.9195E+16
44049,8.17033E+18,8,1,25,98,2017,3,7,6,2,3,7,0,1,0,1,0,0,0,5.19748E+20,5.43734E+21,9.27048E+15,4.90886E+16
44050,8.17033E+18,8,1,25,17,2017,3,22,6,3,4,1,0,1,0,0,0,2,0,5.04222E+20,5.43154E+21,9.05777E+15,4.90367E+16
44051,8.17033E+18,8,1,21,0,2017,3,16,6,3,1,6,0,1,0,0,0,0,0,5.16254E+20,5.44144E+21,9.22279E+15,4.91255E+16
44052,8.17033E+18,8,1,19,90,2017,3,17,6,3,1,6,0,1,0,0,0,0,0,5.30889E+20,5.40716E+21,9.42077E+15,4.88167E+16
44053,8.17033E+18,8,1,19,44,2017,3,21,6,3,8,1,0,1,0,0,0,2,0,5.4675E+20,5.4228E+21,9.63861E+15,4.89563E+16
44054,8.17033E+18,8,1,19,79,2017,3,15,6,2,5,3,0,1,0,1,0,0,0,5.21936E+20,5.40762E+21,9.29884E+15,4.88212E+16
44055,8.17033E+18,8,1,19,44,2017,3,10,6,2,5,3,0,1,0,1,0,0,0,5.4042E+20,5.42634E+21,9.5525E+15,4.89886E+16
44056,8.17033E+18,8,1,18,48,2017,3,8,6,3,2,6,0,1,0,0,1,0,0,5.1085E+20,5.41471E+21,9.14801E+15,4.88853E+16
44057,8.17033E+18,8,1,18,48,2017,3,14,6,3,2,6,0,1,0,0,0,0,0,5.1249E+20,5.41527E+21,9.17038E+15,4.88903E+16
44058,8.17033E+18,8,1,18,3,2017,3,15,6,3,2,6,0,1,0,0,1,0,0,5.11075E+20,5.41587E+21,9.1511E+15,4.88957E+16
44059,8.17033E+18,8,1,17,26,2017,3,18,6,3,5,3,0,1,0,1,0,0,0,5.49173E+20,5.39412E+21,9.66827E+15,4.86982E+16
44060,8.17033E+18,8,1,17,26,2017,3,12,6,3,5,3,0,1,0,1,0,0,0,5.49087E+20,5.39412E+21,9.6671E+15,4.86982E+16
44061,8.17033E+18,8,1,16,49,2017,3,12,6,3,2,6,0,1,0,0,0,0,0,5.25287E+20,5.38545E+21,9.34313E+15,4.86216E+16
44062,8.17033E+18,8,1,16,49,2017,3,0,6,3,5,3,0,1,0,0,0,2,0,5.23447E+20,5.3831E+21,9.31802E+15,4.86006E+16
44063,8.17033E+18,8,1,16,36,2017,3,17,6,2,5,2,0,1,0,1,0,0,0,5.23844E+20,5.37756E+21,9.3231E+15,4.85507E+16
44064,8.17033E+18,8,1,16,47,2017,3,21,6,3,3,6,0,1,0,0,0,2,0,5.20719E+20,5.39311E+21,9.28153E+15,4.86907E+16
44065,8.17033E+18,8,1,11,0,2017,3,12,6,3,0,7,0,0,0,1,0,0,1,5.13917E+20,5.40379E+21,9.18946E+15,4.87869E+16
44066,8.17033E+18,8,1,11,0,2017,3,19,6,3,2,6,0,1,0,0,0,0,0,5.16644E+20,5.40755E+21,9.22674E+15,4.88207E+16
44067,8.17033E+18,8,1,11,0,2017,3,20,6,2,3,6,0,1,0,1,0,1,0,5.13294E+20,5.40417E+21,9.18099E+15,4.87904E+16
44068,8.17033E+18,8,4,37,88,2017,3,15,5,3,5,2,0,1,0,0,0,0,0,5.17394E+20,5.31104E+21,9.23297E+15,4.79524E+16
44069,8.17033E+18,8,4,35,16,2017,3,11,5,3,2,6,0,1,0,0,0,0,0,5.33156E+20,5.27848E+21,9.44158E+15,4.76589E+16
44070,8.17033E+18,8,4,25,73,2017,3,20,5,2,7,7,0,0,0,1,0,2,0,5.4109E+20,5.3449E+21,9.55358E+15,4.8256E+16
