OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
66861,14,5,22,230,2018,3,16,6,3,4,3,0,0,1,0,0,0,0,0,7.89285E+20,5.65431E+21,1.31205E+16,5.09676E+16
66862,14,6,25,20,2018,4,15,6,3,2,6,0,0,1,0,0,0,0,0,8.81619E+20,5.68544E+21,1.44629E+16,5.11926E+16
66863,14,5,21,530,2018,4,17,6,1,5,3,0,1,1,0,0,0,0,0,7.57565E+20,5.60887E+21,1.26379E+16,5.05748E+16
66864,14,5,21,160,2018,4,14,6,3,4,2,0,0,1,0,0,0,1,1,7.804E+20,5.61676E+21,1.29656E+16,5.06352E+16
66865,14,6,25,600,2018,4,11,1,3,2,6,0,0,1,0,1,0,0,0,8.46904E+20,5.67807E+21,1.3961E+16,5.11487E+16
66866,14,7,13,0,2018,3,9,3,3,5,3,0,1,1,0,0,0,0,0,7.35453E+20,5.6935E+21,1.2381E+16,5.13439E+16
66867,14,7,30,20,2018,3,19,2,2,8,6,2,0,1,0,0,0,0,2,7.50242E+20,5.72144E+21,1.26127E+16,5.15883E+16
66868,14,6,26,60,2018,4,13,5,2,4,6,0,0,1,0,0,0,1,0,8.83614E+20,5.7048E+21,1.45121E+16,5.13646E+16
66869,14,6,26,110,2018,4,23,5,3,0,1,2,1,0,0,0,0,0,0,9.17461E+20,5.68403E+21,1.49715E+16,5.1155E+16
66870,14,5,21,460,2018,4,18,3,3,5,3,0,1,1,0,0,0,0,0,8.06426E+20,5.62104E+21,1.33362E+16,5.06604E+16
66871,14,7,29,140,2018,4,9,4,3,2,2,0,0,1,0,0,0,1,0,7.49181E+20,5.66288E+21,1.25564E+16,5.10633E+16
66872,14,6,12,0,2018,4,17,3,2,5,2,0,0,1,0,1,0,0,0,8.3868E+20,5.67499E+21,1.38409E+16,5.1126E+16
66873,14,5,21,30,2018,4,11,7,3,0,7,0,0,0,0,1,0,0,0,7.64076E+20,5.61071E+21,1.2731E+16,5.05885E+16
66874,14,6,12,0,2018,4,11,1,3,2,6,0,0,1,0,0,0,0,0,8.39526E+20,5.67156E+21,1.38498E+16,5.10948E+16
66875,14,6,26,490,2018,3,18,1,3,8,1,0,0,1,0,0,0,0,0,8.83364E+20,5.72394E+21,1.45293E+16,5.1536E+16
66876,14,7,13,0,2018,3,16,2,2,5,3,0,0,1,0,0,1,0,0,7.36141E+20,5.70151E+21,1.23962E+16,5.14155E+16
66877,14,5,21,270,2018,3,11,1,2,8,1,0,0,1,0,0,0,0,0,7.91816E+20,5.63196E+21,1.31387E+16,5.07658E+16
66878,14,7,30,280,2018,3,15,2,2,5,3,0,0,1,0,0,0,0,0,7.41724E+20,5.71802E+21,1.24876E+16,5.15614E+16
66879,14,7,29,190,2018,4,20,1,3,2,6,1,0,1,0,0,1,0,0,7.39127E+20,5.68324E+21,1.24268E+16,5.12503E+16
66880,14,5,23,160,2018,4,11,3,2,8,1,0,0,0,0,1,0,0,0,7.40444E+20,5.58288E+21,1.23799E+16,5.03489E+16
66881,14,6,28,60,2018,4,18,3,3,6,4,0,0,1,1,0,0,0,0,8.28116E+20,5.64903E+21,1.3667E+16,5.08995E+16
66882,14,5,21,495,2018,3,17,7,2,3,6,0,0,1,0,0,0,0,1,8.00101E+20,5.62427E+21,1.32496E+16,5.06927E+16
66883,14,5,11,0,2018,4,15,4,3,8,1,0,0,0,0,1,0,0,0,7.75047E+20,5.64332E+21,1.291E+16,5.0876E+16
66884,14,5,24,120,2018,4,13,6,3,2,6,0,0,1,0,1,0,1,0,7.64366E+20,5.63524E+21,1.27526E+16,5.08084E+16
66885,14,5,24,80,2018,4,15,4,3,5,3,0,0,1,0,1,0,0,0,7.48415E+20,5.63623E+21,1.25274E+16,5.08244E+16
66886,14,7,29,340,2018,3,7,2,2,0,7,0,0,1,0,0,1,0,2,7.51744E+20,5.68101E+21,1.26056E+16,5.12248E+16
66887,14,5,24,280,2018,4,17,7,2,0,1,0,0,1,0,0,0,1,0,7.56696E+20,5.63603E+21,1.26446E+16,5.0819E+16
66888,14,6,28,70,2018,4,18,2,2,8,1,0,0,0,0,1,0,0,0,8.47382E+20,5.65283E+21,1.39436E+16,5.09223E+16
66889,14,6,27,180,2018,3,11,5,3,2,6,0,0,1,0,0,0,1,0,8.05743E+20,5.66467E+21,1.3363E+16,5.1052E+16
66890,14,6,12,0,2018,4,15,6,3,2,6,0,0,0,0,0,1,1,0,8.22846E+20,5.66536E+21,1.36068E+16,5.10489E+16
66891,14,5,23,170,2018,4,13,3,3,0,7,0,0,1,0,1,0,0,0,7.38253E+20,5.60723E+21,1.23646E+16,5.05684E+16
66892,14,7,30,300,2018,4,6,5,2,3,6,1,0,1,0,0,1,0,0,7.39956E+20,5.69816E+21,1.24486E+16,5.13838E+16
66893,14,6,25,20,2018,4,16,4,3,2,6,0,0,1,0,0,0,0,0,8.78584E+20,5.68375E+21,1.44179E+16,5.11795E+16
66894,14,5,23,340,2018,4,14,7,3,5,3,0,0,1,0,1,0,0,0,7.3283E+20,5.61325E+21,1.2292E+16,5.06246E+16
66895,14,6,27,220,2018,3,14,3,3,2,6,0,0,1,0,0,0,0,0,8.32736E+20,5.67616E+21,1.37574E+16,5.114E+16
66896,14,7,13,0,2018,3,7,2,3,2,6,0,0,1,0,0,0,1,2,7.2897E+20,5.69862E+21,1.22913E+16,5.13926E+16
66897,14,5,21,390,2018,4,21,5,2,6,4,2,0,1,1,0,0,0,1,8.00973E+20,5.61924E+21,1.32578E+16,5.06471E+16
66898,14,6,12,0,2018,4,16,5,3,2,6,0,0,1,0,0,0,0,0,8.3255E+20,5.66599E+21,1.37454E+16,5.1049E+16
66899,14,7,30,210,2018,4,6,2,3,4,6,1,1,1,0,0,0,1,1,7.89842E+20,5.6876E+21,1.31552E+16,5.12659E+16
66900,14,5,22,320,2018,4,9,4,3,8,1,0,0,1,0,0,0,0,0,7.90811E+20,5.63839E+21,1.31295E+16,5.08241E+16
66901,14,6,26,300,2018,4,14,2,2,5,3,0,0,1,0,0,0,0,0,9.13501E+20,5.68302E+21,1.49141E+16,5.11488E+16
66902,14,7,30,70,2018,4,12,6,2,5,3,0,0,1,0,0,0,0,0,7.32291E+20,5.71168E+21,1.23476E+16,5.15084E+16
66903,14,5,23,150,2018,4,7,5,3,2,6,0,0,1,0,0,0,0,1,7.35783E+20,5.61033E+21,1.23318E+16,5.05971E+16
66904,14,7,13,0,2018,4,11,4,3,2,6,0,0,1,0,0,0,0,0,7.33955E+20,5.69323E+21,1.23593E+16,5.13421E+16
66905,14,6,28,150,2018,4,13,1,3,5,3,0,0,1,0,1,0,0,0,8.22387E+20,5.63925E+21,1.35772E+16,5.0815E+16
66906,14,6,28,220,2018,3,7,3,3,4,1,0,0,1,0,0,0,0,0,8.36065E+20,5.65375E+21,1.3784E+16,5.09373E+16
66907,14,6,26,85,2018,3,8,2,3,9,1,0,0,1,0,0,0,0,2,8.94205E+20,5.66619E+21,1.46212E+16,5.10118E+16
66908,14,6,27,10,2018,4,5,5,2,5,3,2,1,1,0,0,0,0,0,8.20471E+20,5.6738E+21,1.35805E+16,5.11258E+16
66909,14,6,27,250,2018,4,9,5,3,2,6,0,0,1,0,0,0,0,0,8.28165E+20,5.69403E+21,1.37086E+16,5.13028E+16
66910,14,5,23,320,2018,4,13,2,3,8,1,0,0,1,0,0,0,0,1,7.23665E+20,5.59966E+21,1.21544E+16,5.05061E+16
66911,14,6,25,510,2018,4,14,4,3,3,6,0,0,1,0,0,1,0,0,8.56415E+20,5.68177E+21,1.41001E+16,5.1176E+16
66912,14,5,21,640,2018,4,13,3,3,8,1,0,0,0,0,1,0,0,0,7.78393E+20,5.62189E+21,1.29412E+16,5.06821E+16
66913,14,5,23,170,2018,4,14,6,2,2,6,0,0,1,0,0,0,1,0,7.33253E+20,5.60791E+21,1.22946E+16,5.05765E+16
66914,14,5,21,60,2018,4,14,1,2,4,1,0,0,1,0,0,0,0,0,7.85202E+20,5.59774E+21,1.30188E+16,5.04622E+16
66915,14,6,26,280,2018,3,7,2,2,6,4,0,0,1,1,0,0,0,2,8.97005E+20,5.65999E+21,1.46542E+16,5.09544E+16
66916,14,6,26,270,2018,3,7,2,3,8,1,0,0,1,0,0,0,0,0,8.9166E+20,5.67716E+21,1.4597E+16,5.11117E+16
66917,14,6,25,340,2018,4,19,1,3,5,3,0,0,1,0,1,0,0,0,8.86063E+20,5.68813E+21,1.45291E+16,5.12137E+16
66918,14,6,27,150,2018,4,9,3,2,5,1,0,1,1,0,0,0,0,0,8.29029E+20,5.67274E+21,1.37014E+16,5.11114E+16
66919,14,5,11,0,2018,4,9,3,2,2,6,0,0,1,0,0,0,1,0,7.73177E+20,5.64233E+21,1.28827E+16,5.0868E+16
66920,14,5,23,430,2018,3,2,6,2,2,1,2,0,1,0,0,0,1,0,7.31096E+20,5.60395E+21,1.22617E+16,5.05418E+16
66921,14,5,23,320,2018,4,18,3,3,0,7,0,1,0,0,0,0,1,0,7.23925E+20,5.59866E+21,1.21575E+16,5.04971E+16
66922,14,7,30,310,2018,4,14,6,2,5,3,0,0,1,0,0,0,1,0,7.78634E+20,5.72008E+21,1.30204E+16,5.15629E+16
66923,14,6,26,600,2018,3,16,2,2,4,2,0,1,1,0,0,0,0,0,8.90829E+20,5.7201E+21,1.46321E+16,5.14966E+16
66924,14,5,21,430,2018,4,15,6,3,2,1,0,0,1,0,0,0,0,0,7.65725E+20,5.6252E+21,1.27646E+16,5.07177E+16
66925,14,6,12,0,2018,4,17,2,3,6,4,0,0,1,1,0,0,0,0,8.32668E+20,5.66761E+21,1.37485E+16,5.10634E+16
66926,14,5,24,300,2018,3,21,4,2,3,6,2,0,1,0,1,0,0,1,7.4068E+20,5.62551E+21,1.24107E+16,5.07314E+16
66927,14,5,22,440,2018,4,17,6,2,9,1,0,0,1,0,0,0,0,0,7.93843E+20,5.64256E+21,1.31758E+16,5.08599E+16
66928,14,7,30,310,2018,4,15,3,3,0,1,0,0,0,0,1,1,0,0,7.77609E+20,5.7193E+21,1.30051E+16,5.15563E+16
66929,14,6,26,110,2018,4,7,5,3,2,6,0,0,1,0,0,0,0,0,9.18572E+20,5.6815E+21,1.49844E+16,5.11316E+16
66930,14,5,11,0,2018,4,8,4,3,3,6,0,0,1,0,0,0,1,0,7.68216E+20,5.63973E+21,1.28105E+16,5.0847E+16
66931,14,7,30,170,2018,4,22,7,3,0,1,2,1,1,0,0,0,0,0,7.91225E+20,5.69278E+21,1.31792E+16,5.13116E+16
66932,14,5,23,170,2018,3,16,2,3,8,1,0,0,1,0,0,0,0,0,7.38731E+20,5.60782E+21,1.23718E+16,5.05735E+16
66933,14,6,25,250,2018,3,8,2,3,2,2,0,0,1,0,0,0,1,0,8.55611E+20,5.6929E+21,1.40997E+16,5.12762E+16
66934,14,5,11,0,2018,4,7,5,2,5,3,0,0,1,0,0,0,0,0,7.70534E+20,5.63647E+21,1.28409E+16,5.08167E+16
66935,14,5,11,0,2018,4,8,5,3,5,3,0,1,1,0,0,0,0,0,7.75016E+20,5.63916E+21,1.29064E+16,5.08387E+16
66936,14,6,25,120,2018,3,15,2,3,5,3,0,0,1,0,0,0,1,0,8.64359E+20,5.72097E+21,1.42534E+16,5.1522E+16
66937,14,6,25,250,2018,4,20,2,2,6,2,2,0,1,1,0,0,0,1,8.55151E+20,5.69261E+21,1.40928E+16,5.12738E+16
66938,14,5,11,0,2018,3,6,7,3,0,2,0,0,1,0,0,0,1,0,7.71607E+20,5.64079E+21,1.28593E+16,5.08549E+16
66939,14,6,28,410,2018,3,7,1,2,2,6,0,0,1,0,0,1,0,0,8.14711E+20,5.66606E+21,1.34917E+16,5.10596E+16
66940,14,5,24,330,2018,4,13,3,3,2,6,0,0,1,0,0,0,0,0,7.43847E+20,5.62425E+21,1.24547E+16,5.07188E+16
66941,14,6,12,0,2018,4,16,2,3,8,1,0,0,0,0,1,0,0,0,8.3515E+20,5.67839E+21,1.37938E+16,5.11586E+16
66942,14,6,12,0,2018,4,5,6,2,5,2,2,0,1,0,1,0,0,0,8.29331E+20,5.67021E+21,1.37034E+16,5.10886E+16
66943,14,7,13,0,2018,4,18,7,3,5,2,0,1,1,0,0,0,0,0,7.35096E+20,5.69704E+21,1.23782E+16,5.13758E+16
66944,14,6,25,190,2018,3,16,2,3,2,6,0,0,1,0,0,0,0,0,8.80629E+20,5.67777E+21,1.44407E+16,5.11246E+16
66945,14,6,25,20,2018,3,15,2,3,3,6,0,0,0,0,0,1,1,0,8.72407E+20,5.68545E+21,1.43317E+16,5.11988E+16
66946,14,5,22,330,2018,4,22,1,2,2,6,2,0,1,0,0,0,0,0,7.82396E+20,5.64804E+21,1.30178E+16,5.09148E+16
66947,14,5,22,180,2018,4,9,3,2,2,6,0,1,1,0,0,0,0,0,8.04584E+20,5.6491E+21,1.33334E+16,5.0913E+16
66948,14,6,25,20,2018,4,14,2,3,8,1,0,0,1,0,0,0,0,0,8.74998E+20,5.68588E+21,1.43691E+16,5.12009E+16
66949,14,6,28,240,2018,3,15,6,3,0,6,0,0,0,0,1,0,0,0,8.51061E+20,5.66111E+21,1.40037E+16,5.09942E+16
66950,14,6,25,30,2018,4,7,6,3,3,2,0,1,1,0,0,0,0,0,8.52554E+20,5.70323E+21,1.40662E+16,5.13706E+16
66951,14,6,28,410,2018,4,14,6,3,2,6,0,0,1,0,0,0,0,0,8.10259E+20,5.66423E+21,1.34268E+16,5.10456E+16
66952,14,5,24,310,2018,4,11,7,3,4,6,0,0,1,0,0,0,0,0,7.56188E+20,5.61898E+21,1.26255E+16,5.06662E+16
66953,14,6,26,170,2018,3,8,2,2,9,1,0,0,1,0,0,0,0,2,9.01273E+20,5.65424E+21,1.47083E+16,5.09E+16
66954,14,6,28,270,2018,3,13,2,2,8,7,0,0,1,0,0,0,0,0,8.45137E+20,5.65384E+21,1.39127E+16,5.09327E+16
66955,14,6,12,0,2018,4,8,1,3,5,3,0,0,1,0,0,0,0,0,8.23193E+20,5.66413E+21,1.36107E+16,5.10376E+16
66956,14,6,12,0,2018,4,16,3,3,5,2,0,1,0,0,0,0,1,0,8.3326E+20,5.67401E+21,1.37629E+16,5.11205E+16
66957,14,7,29,160,2018,4,16,2,3,1,6,0,0,1,0,0,0,0,0,7.60009E+20,5.68291E+21,1.27251E+16,5.12382E+16
66958,14,5,22,220,2018,3,10,6,3,2,6,0,0,1,0,0,0,0,0,7.79778E+20,5.67855E+21,1.30042E+16,5.11897E+16
66959,14,7,29,30,2018,4,13,6,2,2,6,0,0,0,0,1,1,0,0,7.59657E+20,5.69464E+21,1.27286E+16,5.13436E+16
66960,14,6,12,0,2018,3,9,2,3,2,6,0,0,1,0,0,0,1,0,8.3328E+20,5.6695E+21,1.3759E+16,5.108E+16
66961,14,6,25,10,2018,4,13,6,3,6,6,0,0,1,1,0,0,0,0,8.46772E+20,5.67394E+21,1.39551E+16,5.11118E+16
66962,14,5,22,330,2018,4,17,2,3,2,6,0,0,1,0,0,0,0,0,7.78718E+20,5.65165E+21,1.29684E+16,5.0949E+16
66963,14,6,28,190,2018,3,14,4,2,5,3,0,0,1,0,1,0,0,1,8.56168E+20,5.66062E+21,1.40757E+16,5.09867E+16
66964,14,6,28,270,2018,3,16,2,2,5,3,0,1,0,0,0,0,1,0,8.47079E+20,5.65568E+21,1.3942E+16,5.0948E+16
66965,14,5,21,160,2018,4,12,6,3,2,6,0,0,1,0,0,0,1,0,7.80462E+20,5.61767E+21,1.29672E+16,5.06433E+16
66966,14,7,29,300,2018,4,6,3,2,8,1,0,0,1,0,0,0,0,0,7.48524E+20,5.68631E+21,1.25633E+16,5.12739E+16
66967,14,6,12,0,2018,4,9,5,3,5,2,0,0,1,0,1,0,0,1,8.31818E+20,5.6676E+21,1.37364E+16,5.10638E+16
66968,14,5,24,180,2018,4,7,3,3,8,1,0,0,0,0,0,1,0,1,7.64512E+20,5.63737E+21,1.27562E+16,5.08275E+16
66969,14,6,26,370,2018,4,11,7,3,2,6,0,0,1,0,0,0,0,0,9.06105E+20,5.69678E+21,1.48244E+16,5.12772E+16
66970,14,6,26,520,2018,3,14,2,3,5,3,0,0,1,0,0,0,0,0,9.14668E+20,5.68506E+21,1.4933E+16,5.11662E+16
66971,14,5,11,0,2018,3,15,2,2,4,6,0,0,1,0,0,1,0,0,7.77223E+20,5.62954E+21,1.29304E+16,5.07513E+16
66972,14,7,30,340,2018,4,13,4,3,4,2,0,0,1,0,0,0,0,0,7.23303E+20,5.70646E+21,1.2215E+16,5.14652E+16
66973,14,5,22,380,2018,4,9,5,3,5,3,0,0,1,0,0,0,0,0,7.6367E+20,5.64621E+21,1.27507E+16,5.09072E+16
66974,14,5,24,190,2018,3,3,1,3,2,1,2,0,1,0,0,0,0,1,7.42948E+20,5.6357E+21,1.24495E+16,5.0822E+16
66975,14,6,12,0,2018,4,7,2,3,5,3,0,0,1,0,0,0,0,1,8.4064E+20,5.67265E+21,1.38666E+16,5.11039E+16
66976,14,6,27,210,2018,4,12,4,3,0,1,0,1,0,0,0,0,0,0,8.26407E+20,5.67189E+21,1.36633E+16,5.11053E+16
66977,14,5,21,230,2018,3,15,7,2,2,6,0,0,1,0,1,0,1,0,7.74367E+20,5.62479E+21,1.28865E+16,5.071E+16
66978,14,7,13,0,2018,4,23,3,3,4,2,2,0,1,0,0,0,0,0,7.27619E+20,5.68556E+21,1.22636E+16,5.12759E+16
66979,14,7,13,0,2018,4,14,1,3,6,4,0,1,0,1,0,0,0,0,7.38872E+20,5.69449E+21,1.24306E+16,5.13514E+16
66980,14,6,26,370,2018,4,16,4,2,2,6,0,0,1,0,1,0,0,0,9.03091E+20,5.69831E+21,1.47832E+16,5.1293E+16
66981,14,5,21,620,2018,4,10,6,3,2,6,0,0,1,0,0,0,1,0,7.71547E+20,5.62401E+21,1.28461E+16,5.07044E+16
66982,14,6,26,110,2018,4,10,7,3,4,2,0,1,1,0,0,0,0,0,9.17709E+20,5.68406E+21,1.49751E+16,5.11551E+16
66983,14,5,24,330,2018,3,20,1,3,6,4,2,0,1,1,0,0,0,0,7.41355E+20,5.62414E+21,1.24194E+16,5.07188E+16
66984,14,6,25,110,2018,4,20,5,3,5,3,2,0,1,0,0,0,0,0,8.73645E+20,5.67733E+21,1.43409E+16,5.11252E+16
66985,14,5,24,330,2018,3,18,1,2,6,4,2,0,1,1,0,0,0,0,7.48283E+20,5.62242E+21,1.25162E+16,5.07005E+16
66986,14,5,24,330,2018,4,17,7,2,8,1,0,0,1,0,0,0,0,0,7.44923E+20,5.61649E+21,1.24648E+16,5.06487E+16
66987,14,5,11,0,2018,4,7,3,2,4,2,0,0,1,0,1,0,0,0,7.7668E+20,5.63787E+21,1.2929E+16,5.08263E+16
66988,14,6,12,0,2018,3,12,7,3,1,6,0,0,1,0,1,0,0,0,8.28507E+20,5.66817E+21,1.36899E+16,5.10708E+16
66989,14,6,12,0,2018,4,16,2,3,0,1,0,1,0,0,0,0,0,0,8.30096E+20,5.66267E+21,1.37074E+16,5.10206E+16
66990,14,6,27,100,2018,3,10,6,3,2,1,0,0,1,0,0,0,1,0,8.19649E+20,5.66659E+21,1.35624E+16,5.10616E+16
66991,14,6,25,380,2018,4,6,6,3,4,2,0,1,1,0,0,0,0,0,8.71482E+20,5.67401E+21,1.43067E+16,5.1097E+16
66992,14,5,11,0,2018,4,9,6,3,2,2,0,0,0,0,0,1,0,0,7.67712E+20,5.63589E+21,1.28005E+16,5.08128E+16
66993,14,5,21,590,2018,4,14,6,3,2,6,0,0,1,0,0,0,0,0,7.64765E+20,5.62367E+21,1.275E+16,5.07045E+16
66994,14,7,29,80,2018,4,15,1,2,4,1,0,0,1,0,1,0,0,0,7.64557E+20,5.67223E+21,1.27822E+16,5.11403E+16
66995,14,5,21,390,2018,3,8,4,3,8,1,0,0,0,0,0,0,1,1,7.98934E+20,5.60872E+21,1.32206E+16,5.05539E+16
66996,14,7,30,310,2018,3,5,1,3,9,1,1,0,1,0,0,0,0,2,7.8038E+20,5.71455E+21,1.30412E+16,5.15124E+16
66997,14,6,25,200,2018,4,18,5,3,5,3,0,1,1,0,0,0,0,0,8.53608E+20,5.67869E+21,1.40571E+16,5.11501E+16
66998,14,7,29,300,2018,4,13,5,2,3,6,0,1,0,0,0,1,0,0,7.50733E+20,5.6866E+21,1.25951E+16,5.12755E+16
66999,14,6,27,100,2018,4,8,3,2,3,7,0,0,1,0,0,1,0,0,8.17556E+20,5.66635E+21,1.35325E+16,5.10607E+16
67000,14,5,22,210,2018,3,18,7,2,0,6,2,0,1,0,0,0,0,0,8.00752E+20,5.65426E+21,1.32833E+16,5.09613E+16
67001,14,5,24,120,2018,4,8,4,3,5,3,0,0,1,0,0,0,0,0,7.6089E+20,5.63373E+21,1.27023E+16,5.07965E+16
67002,14,6,27,140,2018,4,15,3,3,5,3,0,1,1,0,0,0,0,0,8.12884E+20,5.67749E+21,1.34757E+16,5.11631E+16
67003,14,6,12,0,2018,4,11,7,3,2,6,0,0,1,0,0,0,0,0,8.31654E+20,5.66387E+21,1.37307E+16,5.10304E+16
67004,14,6,27,190,2018,4,16,1,2,0,1,0,0,0,0,1,0,0,0,8.07575E+20,5.68805E+21,1.3409E+16,5.12606E+16
67005,14,7,29,270,2018,3,16,1,2,4,2,0,1,1,0,0,0,0,0,7.22098E+20,5.6862E+21,1.2185E+16,5.12838E+16
67006,14,7,13,0,2018,3,10,1,3,9,1,0,0,1,0,0,0,0,2,7.44588E+20,5.69275E+21,1.25114E+16,5.13333E+16
67007,14,7,13,0,2018,3,8,1,3,9,1,0,0,1,0,0,0,0,2,7.45322E+20,5.69123E+21,1.25208E+16,5.13194E+16
67008,14,6,27,10,2018,4,14,6,3,5,3,0,0,1,0,0,0,0,0,8.18232E+20,5.6757E+21,1.35503E+16,5.11441E+16
67009,14,5,22,200,2018,4,17,2,2,4,2,0,0,1,0,1,0,0,0,8.04614E+20,5.63394E+21,1.33213E+16,5.0777E+16
67010,14,6,12,0,2018,3,17,4,2,5,3,0,1,1,0,0,0,0,1,8.29248E+20,5.67041E+21,1.37024E+16,5.10905E+16
67011,14,5,22,80,2018,3,12,1,3,8,1,0,0,1,0,0,0,0,2,7.94235E+20,5.66965E+21,1.32033E+16,5.11027E+16
67012,14,7,30,80,2018,4,7,5,3,2,6,0,0,1,0,0,0,1,0,7.56537E+20,5.70866E+21,1.2694E+16,5.14708E+16
67013,14,5,24,330,2018,4,16,5,3,2,6,0,0,1,0,0,0,0,0,7.47189E+20,5.62313E+21,1.25012E+16,5.07074E+16
67014,14,6,28,270,2018,4,16,3,3,2,6,0,0,1,0,0,0,0,0,8.4567E+20,5.65664E+21,1.3923E+16,5.09575E+16
67015,14,5,21,550,2018,4,16,5,3,2,6,0,0,1,0,1,0,0,1,7.65986E+20,5.60718E+21,1.27554E+16,5.05559E+16
67016,14,7,13,0,2018,4,15,3,3,2,2,0,0,1,0,0,0,0,0,7.29851E+20,5.69286E+21,1.23003E+16,5.13405E+16
67017,14,6,25,610,2018,4,13,7,3,8,1,0,0,1,0,1,0,0,0,8.94829E+20,5.6857E+21,1.46514E+16,5.11859E+16
67018,14,7,29,340,2018,4,14,1,2,4,2,0,0,1,0,0,0,1,0,7.52936E+20,5.68521E+21,1.26256E+16,5.1262E+16
67019,14,5,22,140,2018,3,10,2,3,2,1,0,0,1,0,0,0,0,0,7.86832E+20,5.64237E+21,1.30763E+16,5.08617E+16
67020,14,6,26,180,2018,3,20,1,3,8,1,2,0,1,0,0,0,0,2,9.0631E+20,5.66255E+21,1.47888E+16,5.09709E+16
67021,14,6,28,270,2018,4,21,4,3,5,2,2,0,1,0,1,0,0,0,8.46854E+20,5.65676E+21,1.39399E+16,5.09578E+16
67022,14,7,29,160,2018,4,9,4,3,3,6,0,1,1,0,0,0,0,0,7.60039E+20,5.68448E+21,1.27267E+16,5.12523E+16
67023,14,6,25,330,2018,3,6,1,2,8,1,0,0,1,0,0,0,0,2,8.76085E+20,5.70596E+21,1.44057E+16,5.138E+16
67024,14,5,22,570,2018,4,5,2,3,5,3,1,0,1,0,0,0,1,1,7.82255E+20,5.66573E+21,1.30295E+16,5.10735E+16
67025,14,6,12,0,2018,4,18,4,3,6,4,0,0,1,1,0,0,0,0,8.32654E+20,5.66761E+21,1.37483E+16,5.10634E+16
67026,14,5,23,320,2018,3,16,6,3,6,4,0,0,1,1,0,0,0,0,7.21808E+20,5.59986E+21,1.21284E+16,5.05086E+16
67027,14,6,25,240,2018,4,15,3,3,2,6,0,0,1,0,0,0,0,0,8.65532E+20,5.71298E+21,1.42619E+16,5.14497E+16
67028,14,5,23,170,2018,3,10,7,2,5,3,0,0,1,0,0,0,0,1,7.38643E+20,5.60763E+21,1.23704E+16,5.05718E+16
67029,14,6,12,0,2018,4,19,4,3,0,7,0,1,1,0,0,0,0,0,8.31812E+20,5.66761E+21,1.37364E+16,5.10639E+16
67030,14,5,24,330,2018,4,8,5,2,6,3,0,0,1,1,0,0,0,0,7.45058E+20,5.62448E+21,1.2472E+16,5.07204E+16
67031,14,5,21,160,2018,4,12,7,3,2,2,0,0,1,0,1,0,0,0,7.80683E+20,5.61909E+21,1.29714E+16,5.0656E+16
67032,14,6,25,440,2018,3,23,1,2,8,6,2,0,1,0,0,0,0,0,8.6093E+20,5.68286E+21,1.41655E+16,5.11829E+16
67033,14,6,12,0,2018,4,10,5,2,5,3,0,0,1,0,0,0,0,0,8.36477E+20,5.66034E+21,1.3796E+16,5.09961E+16
67034,14,6,28,60,2018,3,12,1,2,9,1,0,0,1,0,0,0,0,2,8.24059E+20,5.64003E+21,1.36016E+16,5.08211E+16
67035,14,7,29,350,2018,4,14,7,3,8,6,0,0,1,0,1,0,0,0,7.29119E+20,5.67397E+21,1.22777E+16,5.11712E+16
67036,14,5,24,90,2018,4,6,2,3,9,1,0,0,1,0,0,0,0,0,7.59106E+20,5.62325E+21,1.26697E+16,5.07032E+16
67037,14,5,11,0,2018,4,8,2,3,9,1,0,0,1,0,0,0,0,0,7.6435E+20,5.63655E+21,1.27534E+16,5.08202E+16
67038,14,5,24,190,2018,3,10,5,3,5,2,0,0,1,0,0,0,0,0,7.43243E+20,5.63909E+21,1.2456E+16,5.08522E+16
67039,14,6,25,450,2018,4,14,6,3,4,6,0,0,1,0,0,0,0,0,8.46997E+20,5.68561E+21,1.39696E+16,5.12162E+16
67040,14,5,24,300,2018,4,18,5,3,2,6,0,0,1,0,1,0,0,0,7.3835E+20,5.62596E+21,1.23781E+16,5.07364E+16
67041,14,6,25,360,2018,4,4,1,2,9,1,2,0,1,0,0,0,0,0,8.71238E+20,5.69651E+21,1.43265E+16,5.12985E+16
67042,14,6,26,140,2018,3,12,3,3,6,4,0,0,1,1,0,0,0,0,8.97891E+20,5.65153E+21,1.46575E+16,5.08781E+16
67043,14,6,27,220,2018,3,4,1,2,9,1,2,0,1,0,0,0,0,2,8.32093E+20,5.67868E+21,1.37505E+16,5.1163E+16
67044,14,6,27,230,2018,4,11,5,2,5,3,0,1,1,0,0,0,0,0,7.99678E+20,5.6917E+21,1.32992E+16,5.12976E+16
67045,14,6,26,390,2018,4,15,5,3,6,7,0,0,0,1,1,0,0,0,8.99246E+20,5.66006E+21,1.4686E+16,5.09535E+16
67046,14,5,21,420,2018,4,12,3,2,2,1,0,0,1,0,0,0,0,0,7.67147E+20,5.62805E+21,1.27868E+16,5.07427E+16
67047,14,5,23,50,2018,3,15,6,3,4,6,0,0,1,0,0,0,0,0,7.32355E+20,5.59595E+21,1.22745E+16,5.04695E+16
