OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
66675,14,6,28,260,2018,4,9,7,3,0,1,0,0,0,0,1,0,0,1,8.65184E+20,5.66359E+21,1.42067E+16,5.10076E+16
66676,14,5,24,330,2018,4,10,2,2,5,2,0,0,1,0,1,0,0,0,7.44859E+20,5.61919E+21,1.24656E+16,5.06729E+16
66677,14,5,23,320,2018,4,16,1,3,2,6,0,0,1,0,0,0,0,0,7.21518E+20,5.59838E+21,1.21234E+16,5.04955E+16
66678,14,7,13,0,2018,3,5,5,3,2,6,2,0,1,0,0,0,0,1,7.27733E+20,5.69906E+21,1.22739E+16,5.1397E+16
66679,14,6,27,270,2018,4,7,6,3,2,6,0,0,1,0,1,0,0,0,7.94463E+20,5.69747E+21,1.32294E+16,5.1352E+16
66680,14,5,23,320,2018,4,14,5,3,3,6,0,0,1,0,0,0,0,0,7.22116E+20,5.59779E+21,1.21315E+16,5.04899E+16
66681,14,6,28,190,2018,4,15,1,2,3,6,0,1,1,0,0,0,0,0,8.55684E+20,5.66067E+21,1.40689E+16,5.09875E+16
66682,14,6,25,120,2018,3,5,3,3,3,6,1,0,1,0,0,1,0,1,8.63461E+20,5.72102E+21,1.42405E+16,5.15231E+16
66683,14,6,25,200,2018,3,17,4,1,3,6,0,1,0,0,0,1,0,0,8.51885E+20,5.67876E+21,1.40326E+16,5.11519E+16
66684,14,6,28,390,2018,4,17,5,3,5,3,0,0,1,0,0,0,0,0,8.52468E+20,5.65451E+21,1.40173E+16,5.09343E+16
66685,14,6,28,360,2018,4,16,5,3,4,1,0,0,1,0,1,0,0,0,8.69115E+20,5.65948E+21,1.42583E+16,5.09684E+16
66686,14,5,11,0,2018,4,20,3,3,5,3,2,0,1,0,1,0,0,0,7.7636E+20,5.64144E+21,1.29272E+16,5.08585E+16
66687,14,6,25,20,2018,4,13,4,3,3,2,0,1,0,0,0,0,1,0,8.80917E+20,5.68386E+21,1.44513E+16,5.11789E+16
66688,14,5,22,200,2018,4,12,3,2,2,2,0,0,1,0,0,0,1,0,8.05608E+20,5.63073E+21,1.33327E+16,5.07478E+16
66689,14,5,24,330,2018,4,10,6,3,6,7,0,0,0,1,0,1,0,0,7.441E+20,5.62417E+21,1.24582E+16,5.0718E+16
66690,14,6,12,0,2018,4,16,1,2,5,2,0,0,1,0,1,0,0,0,8.41192E+20,5.66794E+21,1.38701E+16,5.10613E+16
66691,14,6,27,50,2018,3,16,4,3,2,2,0,0,1,0,0,0,1,0,8.09022E+20,5.70471E+21,1.34441E+16,5.14093E+16
66692,14,6,12,0,2018,3,11,4,3,2,6,0,0,1,0,0,0,0,0,8.27958E+20,5.66714E+21,1.36811E+16,5.10619E+16
66693,14,7,13,0,2018,4,0,1,3,2,2,2,0,1,0,0,0,0,0,7.31964E+20,5.69243E+21,1.23303E+16,5.13357E+16
66694,14,6,25,490,2018,4,15,3,3,5,3,0,0,1,0,0,1,0,0,8.79363E+20,5.69582E+21,1.44418E+16,5.1287E+16
66695,14,7,30,230,2018,4,6,5,3,1,5,0,0,1,0,1,0,0,0,7.86282E+20,5.69314E+21,1.31087E+16,5.13174E+16
66696,14,6,12,0,2018,4,17,3,3,5,2,0,1,1,0,0,0,0,0,8.28553E+20,5.66943E+21,1.36917E+16,5.10821E+16
66697,14,5,24,330,2018,4,16,4,3,3,6,0,0,1,0,0,1,0,0,7.43283E+20,5.6223E+21,1.24454E+16,5.07016E+16
66698,14,6,27,80,2018,4,6,3,3,3,6,0,0,1,0,0,1,0,1,8.08737E+20,5.67429E+21,1.34138E+16,5.11366E+16
66699,14,5,22,420,2018,4,17,7,2,8,1,0,0,0,0,1,0,0,0,7.84381E+20,5.64235E+21,1.30415E+16,5.08627E+16
66700,14,6,12,0,2018,4,11,1,3,0,1,0,1,0,0,0,0,0,0,8.29181E+20,5.66515E+21,1.36967E+16,5.10434E+16
66701,14,7,30,100,2018,3,11,1,1,8,1,0,0,1,0,0,0,0,0,7.72575E+20,5.7201E+21,1.29333E+16,5.1566E+16
66702,14,6,28,100,2018,3,13,4,3,5,3,0,0,1,0,0,0,1,0,8.52634E+20,5.66387E+21,1.40287E+16,5.1018E+16
66703,14,5,21,590,2018,3,6,1,2,6,7,1,0,1,1,0,0,0,0,7.66637E+20,5.62441E+21,1.2777E+16,5.07102E+16
66704,14,6,25,240,2018,4,12,4,3,2,6,0,0,1,0,0,0,0,0,8.63247E+20,5.71002E+21,1.42262E+16,5.14247E+16
66705,14,6,12,0,2018,3,7,4,3,5,2,0,1,1,0,0,0,0,1,8.31498E+20,5.66897E+21,1.37331E+16,5.10763E+16
66706,14,5,23,200,2018,4,16,1,3,5,3,0,0,1,0,1,0,0,0,7.36847E+20,5.57884E+21,1.23269E+16,5.0314E+16
66707,14,5,24,330,2018,4,14,3,3,2,6,0,0,1,0,1,0,0,0,7.4556E+20,5.62633E+21,1.24803E+16,5.07368E+16
66708,14,5,23,440,2018,3,20,7,1,9,1,2,0,1,0,0,0,0,0,7.20953E+20,5.5835E+21,1.21067E+16,5.03621E+16
66709,14,6,28,410,2018,4,8,3,3,2,2,0,0,1,0,0,1,0,0,8.12708E+20,5.6593E+21,1.34574E+16,5.10001E+16
66710,14,6,12,0,2018,3,7,7,3,2,2,0,1,1,0,0,0,0,1,8.31596E+20,5.66786E+21,1.37335E+16,5.10662E+16
66711,14,5,22,210,2018,4,8,4,3,2,6,0,0,1,0,0,0,0,0,8.00616E+20,5.65857E+21,1.3285E+16,5.1E+16
66712,14,5,23,320,2018,4,14,6,3,2,6,0,0,1,0,0,0,0,0,7.21992E+20,5.59792E+21,1.21298E+16,5.04911E+16
66713,14,5,21,640,2018,4,5,5,3,4,6,2,0,1,0,0,1,1,0,7.78917E+20,5.62109E+21,1.2948E+16,5.06747E+16
66714,14,6,12,0,2018,3,17,4,2,6,4,0,0,0,1,1,0,0,0,8.28625E+20,5.66712E+21,1.36906E+16,5.10614E+16
66715,14,5,21,450,2018,4,12,7,3,0,7,0,1,1,0,0,0,0,0,7.63409E+20,5.62557E+21,1.27322E+16,5.07222E+16
66716,14,6,25,230,2018,4,6,2,3,5,3,0,0,1,0,0,0,0,0,8.87903E+20,5.68053E+21,1.45472E+16,5.11444E+16
66717,14,6,28,390,2018,3,8,5,3,8,6,0,0,1,0,0,0,0,1,8.54345E+20,5.65381E+21,1.40433E+16,5.09268E+16
66718,14,6,12,0,2018,4,12,6,3,2,6,0,0,1,0,1,0,0,0,8.30924E+20,5.6651E+21,1.37214E+16,5.10419E+16
66719,14,7,29,160,2018,4,16,5,2,8,1,0,0,0,0,0,0,1,0,7.58197E+20,5.67749E+21,1.26953E+16,5.11904E+16
66720,14,6,25,430,2018,4,17,4,3,2,6,0,0,1,0,0,0,0,0,8.36444E+20,5.67912E+21,1.3813E+16,5.11644E+16
66721,14,5,22,450,2018,4,15,1,3,8,1,0,0,1,0,0,0,0,0,7.85129E+20,5.68034E+21,1.3082E+16,5.12032E+16
66722,14,6,12,0,2018,3,6,3,3,2,2,1,0,1,0,0,0,0,0,8.32037E+20,5.6675E+21,1.37394E+16,5.10628E+16
66723,14,5,22,210,2018,3,15,4,3,2,2,0,0,1,0,0,1,0,0,8.00559E+20,5.65449E+21,1.32808E+16,5.09634E+16
66724,14,5,21,410,2018,4,15,5,2,5,3,0,1,1,0,0,0,0,0,7.73216E+20,5.63093E+21,1.28748E+16,5.07657E+16
66725,14,6,27,100,2018,4,16,5,3,2,6,0,0,1,0,0,0,1,0,8.09284E+20,5.66586E+21,1.34144E+16,5.10608E+16
66726,14,7,29,160,2018,4,13,2,3,5,3,0,0,1,0,0,0,0,1,7.60565E+20,5.68526E+21,1.27348E+16,5.12591E+16
66727,14,6,27,150,2018,4,15,4,2,8,1,0,1,0,0,0,0,0,1,8.2655E+20,5.67863E+21,1.36715E+16,5.11657E+16
66728,14,5,23,320,2018,4,18,2,3,8,1,0,0,0,0,1,0,0,0,7.23097E+20,5.59648E+21,1.21445E+16,5.04778E+16
66729,14,7,29,60,2018,4,7,6,3,2,6,0,0,1,0,0,0,1,0,7.46573E+20,5.69527E+21,1.25415E+16,5.13551E+16
66730,14,5,22,150,2018,4,1,1,2,8,1,2,0,1,0,0,0,0,0,7.9012E+20,5.6468E+21,1.31264E+16,5.08998E+16
66731,14,5,22,570,2018,3,15,4,3,1,6,0,0,1,0,0,0,0,0,7.83667E+20,5.66849E+21,1.30518E+16,5.10976E+16
66732,14,5,24,130,2018,3,20,3,3,8,1,2,0,1,0,0,0,0,2,7.49732E+20,5.61541E+21,1.25319E+16,5.0637E+16
66733,14,6,27,310,2018,4,19,1,2,5,2,0,1,0,0,0,0,0,0,8.20431E+20,5.67702E+21,1.35828E+16,5.11547E+16
66734,14,6,12,0,2018,4,16,3,3,1,3,0,0,1,0,1,0,0,0,8.30018E+20,5.66724E+21,1.37105E+16,5.10616E+16
66735,14,5,24,320,2018,4,15,2,3,6,4,0,0,1,1,0,0,0,0,7.47866E+20,5.61996E+21,1.25086E+16,5.06786E+16
66736,14,7,13,0,2018,3,23,6,3,6,4,2,0,1,1,0,0,0,0,7.33927E+20,5.69696E+21,1.23614E+16,5.13756E+16
66737,14,7,29,300,2018,4,17,6,3,5,3,0,0,1,0,0,0,0,0,7.50195E+20,5.68686E+21,1.25876E+16,5.1278E+16
66738,14,5,23,365,2018,3,16,3,3,8,1,0,0,1,0,0,0,0,2,7.1179E+20,5.60365E+21,1.19895E+16,5.05464E+16
66739,14,7,13,0,2018,4,8,6,3,5,3,0,1,1,0,0,0,0,0,7.32963E+20,5.69286E+21,1.23449E+16,5.13392E+16
66740,14,6,12,0,2018,4,13,2,3,2,6,0,0,1,0,0,0,0,0,8.36692E+20,5.6606E+21,1.37992E+16,5.09982E+16
66741,14,7,30,70,2018,3,6,4,3,4,2,1,0,1,0,0,0,0,1,7.31681E+20,5.71416E+21,1.23404E+16,5.1531E+16
66742,14,5,23,20,2018,3,14,3,3,2,6,0,0,1,0,0,0,1,1,7.40511E+20,5.60119E+21,1.23926E+16,5.05132E+16
66743,14,5,22,490,2018,4,12,3,2,2,6,0,0,1,0,0,0,0,0,7.64732E+20,5.66291E+21,1.27779E+16,5.10566E+16
66744,14,5,23,450,2018,3,17,6,2,4,2,0,1,1,0,0,0,0,0,7.1112E+20,5.59092E+21,1.19728E+16,5.04323E+16
66745,14,5,21,390,2018,4,15,4,3,6,4,0,0,1,1,0,0,0,0,7.99016E+20,5.62039E+21,1.32311E+16,5.06584E+16
66746,14,7,30,320,2018,4,11,6,3,4,1,0,0,1,0,0,0,1,0,7.62659E+20,5.72762E+21,1.27961E+16,5.16381E+16
66747,14,5,24,330,2018,3,16,3,3,5,3,0,0,1,0,0,0,0,1,7.4506E+20,5.62448E+21,1.2472E+16,5.07204E+16
66748,14,5,24,300,2018,4,14,6,3,9,1,0,0,1,0,0,0,0,0,7.40172E+20,5.6233E+21,1.24021E+16,5.07119E+16
66749,14,6,27,310,2018,4,14,2,3,8,1,0,0,1,0,0,0,0,0,8.19724E+20,5.67663E+21,1.35724E+16,5.11516E+16
66750,14,5,24,30,2018,3,11,5,3,2,6,0,0,1,0,0,1,0,0,7.36478E+20,5.63735E+21,1.23589E+16,5.08394E+16
66751,14,5,21,120,2018,4,16,6,3,3,6,0,1,1,0,0,0,0,0,7.77254E+20,5.6275E+21,1.29293E+16,5.0733E+16
66752,14,5,23,430,2018,4,4,3,2,2,1,2,0,0,0,0,1,1,1,7.31107E+20,5.60398E+21,1.22619E+16,5.0542E+16
66753,14,6,25,480,2018,4,17,5,3,5,3,0,1,1,0,0,0,0,0,8.41151E+20,5.67627E+21,1.38773E+16,5.1136E+16
66754,14,6,12,0,2018,4,8,4,3,5,3,0,1,1,0,0,0,0,0,8.3144E+20,5.66915E+21,1.37325E+16,5.10779E+16
66755,14,5,23,245,2018,4,12,7,2,2,2,0,0,0,0,1,0,0,0,7.45901E+20,5.59339E+21,1.24633E+16,5.04409E+16
66756,14,5,21,380,2018,3,14,3,3,2,6,0,0,1,0,0,0,0,0,7.64332E+20,5.62772E+21,1.27468E+16,5.0741E+16
66757,14,7,29,320,2018,3,6,3,2,8,1,0,0,1,0,0,0,0,2,7.36697E+20,5.67367E+21,1.23857E+16,5.11654E+16
66758,14,5,22,250,2018,4,14,5,3,8,7,0,0,1,0,0,0,0,0,7.76381E+20,5.66857E+21,1.29481E+16,5.11018E+16
66759,14,5,21,250,2018,4,16,5,3,8,1,0,0,1,0,0,0,0,0,7.90162E+20,5.61286E+21,1.31003E+16,5.05954E+16
66760,14,7,30,270,2018,3,9,3,3,8,1,0,0,0,0,0,1,0,2,7.29068E+20,5.7012E+21,1.22944E+16,5.14157E+16
66761,14,6,26,600,2018,4,17,2,2,0,7,0,1,0,0,0,0,0,1,8.88834E+20,5.72255E+21,1.46062E+16,5.15198E+16
66762,14,5,11,0,2018,4,9,4,2,2,6,0,0,1,0,0,1,1,0,7.72033E+20,5.64123E+21,1.28657E+16,5.08587E+16
66763,14,6,28,250,2018,4,18,2,2,5,3,0,0,1,0,1,0,0,0,8.39447E+20,5.65185E+21,1.38302E+16,5.09182E+16
66764,14,6,25,20,2018,4,16,6,3,5,3,0,1,1,0,0,0,0,0,8.78547E+20,5.68374E+21,1.44174E+16,5.11794E+16
66765,14,7,30,70,2018,4,18,7,3,4,6,0,0,1,0,1,0,0,0,7.31645E+20,5.71416E+21,1.23399E+16,5.1531E+16
66766,14,7,13,0,2018,3,13,3,3,6,2,0,0,1,1,0,0,0,1,7.39498E+20,5.69186E+21,1.24378E+16,5.13275E+16
66767,14,6,25,20,2018,3,7,3,3,5,2,0,0,1,0,0,0,0,0,8.74437E+20,5.68455E+21,1.43597E+16,5.11894E+16
66768,14,5,21,10,2018,4,18,1,2,9,1,0,0,0,0,1,0,0,0,7.83194E+20,5.63115E+21,1.30161E+16,5.07629E+16
66769,14,5,21,450,2018,4,15,3,3,5,3,0,1,1,0,0,0,0,0,7.63974E+20,5.62571E+21,1.27403E+16,5.07231E+16
66770,14,7,30,230,2018,4,12,2,3,5,3,0,0,1,0,0,0,0,1,7.84153E+20,5.69278E+21,1.3078E+16,5.13152E+16
66771,14,6,27,190,2018,3,13,6,3,5,3,0,0,1,0,0,0,0,0,8.05512E+20,5.69243E+21,1.33833E+16,5.1301E+16
66772,14,7,13,0,2018,4,13,6,2,6,6,0,1,0,1,0,0,0,0,7.35289E+20,5.69357E+21,1.23787E+16,5.13446E+16
66773,14,6,27,10,2018,4,19,6,3,6,4,0,0,1,1,0,0,0,0,8.21306E+20,5.67548E+21,1.35939E+16,5.11405E+16
66774,14,6,27,50,2018,3,13,3,2,6,4,0,0,1,1,0,0,0,1,8.09524E+20,5.70449E+21,1.34511E+16,5.1407E+16
66775,14,6,27,10,2018,4,13,6,3,4,7,0,0,1,0,0,0,0,0,8.16242E+20,5.67477E+21,1.35211E+16,5.11369E+16
66776,14,5,21,640,2018,4,4,2,2,0,7,2,1,0,0,0,0,0,0,7.77303E+20,5.61873E+21,1.29234E+16,5.06543E+16
66777,14,6,12,0,2018,3,9,4,3,2,6,0,0,1,0,0,0,0,0,8.28581E+20,5.66714E+21,1.369E+16,5.10615E+16
66778,14,6,28,205,2018,3,7,3,3,8,1,0,0,1,0,0,0,0,2,8.21334E+20,5.65381E+21,1.35751E+16,5.09461E+16
66779,14,5,23,340,2018,4,17,5,2,4,3,0,0,1,0,1,0,0,0,7.33741E+20,5.61356E+21,1.2305E+16,5.0627E+16
66780,14,5,22,460,2018,4,10,6,2,4,2,0,0,1,0,1,0,0,0,7.59859E+20,5.65592E+21,1.27035E+16,5.09961E+16
66781,14,6,25,250,2018,4,9,3,2,4,2,0,0,1,0,0,0,0,1,8.56449E+20,5.69459E+21,1.41133E+16,5.12908E+16
66782,14,5,22,320,2018,4,12,5,3,8,1,0,0,1,0,0,0,0,0,7.94525E+20,5.63804E+21,1.31818E+16,5.08191E+16
66783,14,7,30,340,2018,4,18,3,3,8,1,0,0,0,0,1,0,0,0,7.23963E+20,5.7082E+21,1.22256E+16,5.14806E+16
66784,14,6,25,410,2018,4,15,7,3,2,6,0,0,1,0,1,0,0,0,8.54831E+20,5.68111E+21,1.40769E+16,5.1171E+16
66785,14,6,27,140,2018,3,6,2,3,6,4,0,0,1,1,0,0,0,0,8.12885E+20,5.67749E+21,1.34757E+16,5.11631E+16
66786,14,6,12,0,2018,3,7,3,3,2,2,0,1,1,0,0,0,0,0,8.31781E+20,5.66482E+21,1.37334E+16,5.10389E+16
66787,14,7,13,0,2018,4,10,4,3,3,6,0,0,1,0,1,0,0,0,7.35303E+20,5.69704E+21,1.23812E+16,5.13758E+16
66788,14,5,24,330,2018,4,16,4,2,5,3,0,1,1,0,0,0,0,0,7.45061E+20,5.62448E+21,1.2472E+16,5.07204E+16
66789,14,6,28,50,2018,3,19,3,3,5,2,2,0,1,0,0,0,0,0,8.34371E+20,5.65981E+21,1.37656E+16,5.09925E+16
66790,14,6,12,0,2018,4,5,2,3,6,2,2,0,1,1,0,0,0,1,8.31329E+20,5.66949E+21,1.37312E+16,5.1081E+16
66791,14,6,12,0,2018,4,8,4,3,5,2,0,1,1,0,0,0,0,0,8.31749E+20,5.66343E+21,1.37316E+16,5.10265E+16
66792,14,7,29,245,2018,4,18,3,2,9,1,0,0,1,0,0,0,0,0,7.68114E+20,5.70386E+21,1.28567E+16,5.14224E+16
66793,14,6,28,160,2018,4,21,1,2,6,4,2,0,1,1,0,0,0,1,8.41225E+20,5.65823E+21,1.38614E+16,5.09744E+16
66794,14,6,27,250,2018,4,10,4,3,0,7,0,1,0,0,0,0,0,0,8.2689E+20,5.69399E+21,1.36903E+16,5.13031E+16
66795,14,5,21,355,2018,4,18,6,3,2,6,0,0,1,0,0,0,0,0,7.64473E+20,5.60742E+21,1.27343E+16,5.05588E+16
66796,14,7,13,0,2018,4,12,3,3,3,6,0,0,1,0,0,0,0,0,7.28073E+20,5.68416E+21,1.22692E+16,5.12631E+16
66797,14,6,27,180,2018,4,16,5,2,2,6,0,0,1,0,0,0,0,0,8.06449E+20,5.66522E+21,1.33735E+16,5.10565E+16
66798,14,5,24,170,2018,4,16,3,3,2,6,0,0,1,0,1,0,0,0,7.43627E+20,5.61661E+21,1.24465E+16,5.06503E+16
66799,14,6,25,200,2018,4,17,7,3,4,2,0,0,0,0,1,0,1,0,8.53266E+20,5.67924E+21,1.40527E+16,5.11553E+16
66800,14,7,29,380,2018,3,11,2,2,4,1,0,0,1,0,0,0,1,0,7.61294E+20,5.70614E+21,1.27605E+16,5.1446E+16
66801,14,6,12,0,2018,3,13,3,3,5,3,0,0,1,0,0,0,1,0,8.35247E+20,5.67471E+21,1.37918E+16,5.11255E+16
66802,14,5,24,280,2018,4,17,4,3,4,6,0,0,1,0,0,0,0,0,7.5415E+20,5.6354E+21,1.26081E+16,5.08145E+16
66803,14,5,21,210,2018,4,6,5,2,0,1,0,0,1,0,1,0,0,0,7.75968E+20,5.6153E+21,1.2902E+16,5.06241E+16
66804,14,6,12,0,2018,3,11,3,3,2,6,0,0,1,0,0,0,0,0,8.28494E+20,5.66803E+21,1.36896E+16,5.10696E+16
66805,14,6,28,270,2018,4,17,2,3,9,1,0,0,1,0,0,0,0,1,8.47876E+20,5.65965E+21,1.39571E+16,5.09831E+16
66806,14,7,30,310,2018,4,17,3,2,4,2,0,0,1,0,0,0,0,0,7.76431E+20,5.71957E+21,1.29883E+16,5.15593E+16
66807,14,5,23,170,2018,4,8,1,3,8,7,0,0,1,0,0,0,0,0,7.36706E+20,5.60943E+21,1.23442E+16,5.05887E+16
66808,14,5,22,80,2018,4,15,6,3,2,6,0,0,1,0,0,0,1,0,7.89812E+20,5.67146E+21,1.31417E+16,5.11212E+16
66809,14,6,26,600,2018,4,7,7,3,9,7,0,0,1,0,0,0,0,0,8.92887E+20,5.71966E+21,1.46611E+16,5.14912E+16
66810,14,6,28,260,2018,3,9,3,3,9,1,0,0,1,0,0,0,0,0,8.70715E+20,5.66948E+21,1.42912E+16,5.10569E+16
66811,14,6,25,380,2018,4,11,5,3,9,1,0,0,1,0,0,0,0,0,8.72588E+20,5.67394E+21,1.43224E+16,5.10956E+16
66812,14,5,21,250,2018,3,13,3,2,8,7,0,0,1,0,0,0,0,0,7.90315E+20,5.61603E+21,1.31049E+16,5.06238E+16
66813,14,5,23,360,2018,4,14,7,3,0,7,0,0,0,0,1,0,0,0,7.41328E+20,5.60341E+21,1.24055E+16,5.05328E+16
66814,14,5,11,0,2018,4,21,3,3,5,3,2,0,1,0,0,0,1,0,7.75635E+20,5.63652E+21,1.29132E+16,5.08147E+16
66815,14,7,29,80,2018,3,17,7,1,0,7,1,1,0,0,0,0,0,0,7.69156E+20,5.67388E+21,1.28491E+16,5.11529E+16
66816,14,6,28,80,2018,4,15,2,3,5,3,0,1,1,0,0,0,0,1,8.41585E+20,5.65498E+21,1.38635E+16,5.0945E+16
66817,14,6,27,100,2018,3,14,6,3,2,6,0,0,1,0,0,0,0,0,8.19331E+20,5.66655E+21,1.35579E+16,5.10615E+16
66818,14,6,26,450,2018,4,0,6,3,9,1,2,0,1,0,0,0,0,0,9.05138E+20,5.68342E+21,1.47955E+16,5.11583E+16
66819,14,6,12,0,2018,4,7,6,2,3,3,0,0,1,0,0,0,0,0,8.23116E+20,5.66437E+21,1.36098E+16,5.10398E+16
66820,14,5,22,180,2018,3,15,3,2,5,3,0,1,1,0,0,0,0,1,8.06555E+20,5.64858E+21,1.3361E+16,5.09073E+16
66821,14,6,27,180,2018,4,15,6,2,2,6,2,0,1,0,0,0,1,0,8.05461E+20,5.6645E+21,1.33588E+16,5.10506E+16
66822,14,5,23,320,2018,4,17,1,3,1,6,0,0,1,0,0,0,0,0,7.24328E+20,5.59876E+21,1.21632E+16,5.04978E+16
66823,14,5,11,0,2018,3,6,4,3,2,6,0,0,1,0,0,1,0,0,7.73081E+20,5.63574E+21,1.28764E+16,5.08089E+16
66824,14,5,22,570,2018,3,8,3,3,0,4,0,0,0,1,0,0,1,0,7.82407E+20,5.66505E+21,1.30312E+16,5.10674E+16
66825,14,7,29,320,2018,4,7,5,2,5,3,0,0,1,0,0,0,0,0,7.41422E+20,5.67221E+21,1.24522E+16,5.11503E+16
66826,14,7,30,310,2018,4,13,5,2,6,2,0,0,1,1,0,0,0,0,7.76948E+20,5.7194E+21,1.29956E+16,5.15576E+16
66827,14,6,12,0,2018,4,20,3,3,0,1,2,1,0,0,0,0,0,0,8.30893E+20,5.66569E+21,1.37215E+16,5.10472E+16
66828,14,5,11,0,2018,4,10,5,3,9,7,0,0,1,0,0,0,0,0,7.78598E+20,5.63663E+21,1.29552E+16,5.08142E+16
66829,14,6,25,250,2018,4,17,3,2,6,4,0,0,1,1,0,0,0,0,8.56355E+20,5.69415E+21,1.41115E+16,5.12869E+16
66830,14,6,27,210,2018,4,15,7,3,3,6,0,0,0,0,1,0,1,0,8.27591E+20,5.67166E+21,1.368E+16,5.11026E+16
66831,14,6,25,240,2018,4,5,1,2,0,1,1,0,1,0,0,0,0,0,8.66886E+20,5.71191E+21,1.42802E+16,5.14393E+16
66832,14,7,30,190,2018,3,15,1,3,8,1,0,0,0,0,1,0,0,0,7.65052E+20,5.7101E+21,1.28174E+16,5.14798E+16
66833,14,5,21,20,2018,3,6,3,3,6,4,0,0,1,1,0,0,0,0,7.83143E+20,5.61038E+21,1.29995E+16,5.05765E+16
66834,14,5,22,260,2018,3,17,1,3,2,6,1,0,1,0,0,0,0,0,7.68472E+20,5.64354E+21,1.28169E+16,5.0881E+16
66835,14,7,13,0,2018,4,13,4,2,3,6,0,0,0,0,0,1,1,0,7.39942E+20,5.69814E+21,1.24484E+16,5.13837E+16
66836,14,5,24,190,2018,3,9,3,3,2,6,0,0,1,0,0,0,0,0,7.43696E+20,5.63604E+21,1.24604E+16,5.08247E+16
66837,14,5,24,40,2018,4,17,1,3,5,3,0,1,1,0,0,0,0,0,7.4719E+20,5.60995E+21,1.24924E+16,5.0589E+16
66838,14,5,21,560,2018,4,12,4,3,2,6,0,0,0,0,1,1,0,0,7.83074E+20,5.60536E+21,1.29947E+16,5.05316E+16
66839,14,6,28,380,2018,3,7,7,2,8,1,0,0,1,0,0,0,0,1,8.53096E+20,5.66993E+21,1.40412E+16,5.1072E+16
66840,14,6,25,60,2018,4,11,3,3,3,6,0,0,1,0,0,1,0,0,8.63401E+20,5.68436E+21,1.42022E+16,5.11948E+16
66841,14,7,29,140,2018,3,16,7,2,5,3,0,1,1,0,0,0,0,0,7.48519E+20,5.66182E+21,1.25463E+16,5.10541E+16
66842,14,6,27,30,2018,4,19,4,2,5,3,1,0,0,0,1,0,1,0,8.22161E+20,5.68871E+21,1.3618E+16,5.12585E+16
66843,14,7,30,270,2018,4,16,5,2,8,1,0,0,1,0,0,1,0,1,7.26015E+20,5.70161E+21,1.22508E+16,5.14205E+16
66844,14,5,22,330,2018,4,0,7,3,2,6,2,0,1,0,0,0,0,0,7.82723E+20,5.64819E+21,1.30226E+16,5.0916E+16
66845,14,5,21,590,2018,4,14,5,3,2,6,0,0,1,0,0,0,0,0,7.66014E+20,5.62023E+21,1.27651E+16,5.0673E+16
66846,14,5,22,500,2018,3,7,3,2,5,6,0,0,1,0,0,0,0,0,7.86044E+20,5.65661E+21,1.30763E+16,5.09899E+16
66847,14,6,12,0,2018,4,17,7,3,2,6,0,0,1,0,0,0,0,0,8.31989E+20,5.66783E+21,1.37391E+16,5.10658E+16
66848,14,6,26,610,2018,4,11,2,2,4,5,0,0,1,0,1,0,0,0,9.13405E+20,5.66064E+21,1.48872E+16,5.09487E+16
66849,14,5,24,80,2018,4,21,1,2,2,7,2,0,1,0,0,0,0,0,7.46931E+20,5.63774E+21,1.25073E+16,5.08386E+16
66850,14,6,25,420,2018,3,5,5,2,8,1,2,0,1,0,0,0,0,1,8.55752E+20,5.70296E+21,1.41117E+16,5.13662E+16
66851,14,6,28,130,2018,4,14,6,3,8,7,0,1,0,0,0,0,0,0,8.38542E+20,5.6463E+21,1.38122E+16,5.0869E+16
66852,14,5,24,80,2018,4,9,5,3,5,3,0,1,1,0,0,0,0,1,7.48352E+20,5.63632E+21,1.25265E+16,5.08252E+16
66853,14,6,28,20,2018,3,11,1,3,8,1,0,0,1,0,0,0,0,0,8.48725E+20,5.64654E+21,1.39566E+16,5.08651E+16
66854,14,6,27,360,2018,4,1,7,3,4,6,2,0,1,0,0,0,0,0,7.99642E+20,5.69358E+21,1.33003E+16,5.13144E+16
66855,14,5,23,320,2018,3,18,2,2,5,3,2,0,1,0,0,0,0,0,7.22526E+20,5.59757E+21,1.21371E+16,5.04878E+16
66856,14,6,27,210,2018,4,17,5,2,0,1,0,1,0,0,0,0,0,1,8.23421E+20,5.67243E+21,1.36213E+16,5.11119E+16
66857,14,5,24,330,2018,3,15,2,2,6,4,0,0,0,1,0,1,0,0,7.46205E+20,5.62653E+21,1.24896E+16,5.07383E+16
66858,14,7,13,0,2018,4,12,7,3,2,6,0,0,1,0,0,0,0,0,7.39645E+20,5.69446E+21,1.24417E+16,5.13508E+16
66859,14,5,22,230,2018,4,15,3,2,5,3,0,0,1,0,0,1,0,0,7.87583E+20,5.6541E+21,1.30962E+16,5.09666E+16
66860,14,6,28,410,2018,4,10,2,2,2,6,0,0,0,0,0,1,0,0,8.15286E+20,5.66618E+21,1.35E+16,5.10604E+16
